location,total_sqft,bath,bhk
Nagarbhavi,710.0,2.0,1
Nagarbhavi,1212.0,2.0,2
Nagarbhavi,1020.0,2.0,2
Nagarbhavi,1120.0,2.0,2
Nagarbhavi,1146.0,2.0,2
Nagarbhavi,1190.0,2.0,2
Nagarbhavi,1050.0,2.0,2
Nagarbhavi,2500.0,3.0,5
Nagarbhavi,1250.0,3.0,2
Nagarbhavi,1400.0,2.0,3
Nagarbhavi,1100.0,2.0,2
Nagarbhavi,1080.0,2.0,2
Nagarbhavi,1800.0,3.0,4
Nagarbhavi,1225.0,2.0,2
Nagasandra,980.0,2.0,2
Nagasandra,2400.0,4.0,4
Nagasandra,1650.0,3.0,3
Nagasandra,1500.0,2.0,2
Nagavara,400.0,1.0,1
Nagavara,2172.65,3.0,4
Nagavara,2319.0,3.0,3
Nagavara,2430.0,4.0,3
Nagavara,936.0,2.0,2
Nagavara,1125.0,2.0,2
Nagavara,1315.0,2.0,2
Nagavara,1077.0,2.0,2
Nagavara,2496.0,4.0,4
Nagavara,1110.0,2.0,2
Nagavara,1247.0,2.0,2
Nagavarapalya,1392.0,2.0,2
Nagavarapalya,705.0,1.0,1
Nagavarapalya,1300.0,3.0,3
Nagavarapalya,705.0,1.0,1
Nagavarapalya,705.0,1.0,1
Nagavarapalya,705.0,1.0,1
Nagavarapalya,1335.0,2.0,2
Nagavarapalya,1260.0,2.0,2
Narayanapura,1308.0,2.0,2
Narayanapura,1566.0,3.0,3
Narayanapura,1485.0,3.0,3
Narayanapura,1302.0,2.0,2
Narayanapura,1308.0,2.0,2
Narayanapura,2357.0,3.0,3
Narayanapura,2357.0,3.0,3
Narayanapura,1469.0,2.0,2
Neeladri Nagar,1053.0,2.0,2
Neeladri Nagar,1363.0,2.0,2
Neeladri Nagar,2556.0,3.0,3
Neeladri Nagar,674.0,1.0,1
Neeladri Nagar,527.0,1.0,1
Neeladri Nagar,1167.0,2.0,3
Neeladri Nagar,1060.0,2.0,2
Neeladri Nagar,640.0,1.0,1
Neeladri Nagar,1105.0,2.0,2
Neeladri Nagar,1100.0,2.0,2
Neeladri Nagar,2111.0,3.0,3
Nehru Nagar,1775.0,3.0,3
Nehru Nagar,2363.0,5.0,4
Nehru Nagar,2342.0,3.0,4
Nehru Nagar,967.0,2.0,2
Nehru Nagar,1374.0,3.0,3
Nehru Nagar,1674.0,3.0,3
Nehru Nagar,1269.0,2.0,3
Nehru Nagar,1100.0,2.0,2
Nehru Nagar,1674.0,3.0,3
OMBR Layout,2420.0,3.0,3
OMBR Layout,1078.0,2.0,2
OMBR Layout,1101.0,2.0,2
OMBR Layout,1041.0,2.0,2
OMBR Layout,1300.0,2.0,2
OMBR Layout,1085.0,2.0,2
OMBR Layout,1855.0,3.0,3
OMBR Layout,1050.0,2.0,2
OMBR Layout,1165.0,2.0,2
OMBR Layout,1101.0,2.0,2
OMBR Layout,3400.0,4.0,4
Old Airport Road,2732.0,4.0,4
Old Airport Road,3356.0,4.0,4
Old Airport Road,1206.0,2.0,2
Old Airport Road,2774.0,4.0,4
Old Airport Road,2690.0,4.0,4
Old Airport Road,2690.0,4.0,4
Old Airport Road,1655.0,2.0,2
Old Airport Road,1075.0,2.0,2
Old Airport Road,1858.0,2.0,3
Old Airport Road,1150.0,2.0,2
Old Airport Road,2690.0,4.0,4
Old Airport Road,2658.0,5.0,4
Old Airport Road,946.0,2.0,2
Old Airport Road,2774.0,4.0,4
Old Airport Road,2774.0,4.0,4
Old Airport Road,3200.0,4.0,4
Old Airport Road,2690.0,4.0,4
Old Airport Road,1145.0,2.0,2
Old Airport Road,2732.0,4.0,4
Old Airport Road,2658.0,5.0,4
Old Airport Road,2774.0,4.0,4
Old Airport Road,3496.0,4.0,4
Old Airport Road,2774.0,4.0,4
Old Airport Road,2732.0,4.0,4
Old Airport Road,1798.0,3.0,3
Old Airport Road,2774.0,4.0,4
Old Airport Road,1184.0,2.0,2
Old Airport Road,3504.0,4.0,4
Old Airport Road,1055.0,2.0,2
Old Madras Road,1425.0,2.0,3
Old Madras Road,935.0,2.0,2
Old Madras Road,1720.0,3.0,3
Old Madras Road,1200.0,2.0,2
Old Madras Road,1225.0,2.0,2
Old Madras Road,1100.0,2.0,2
Old Madras Road,1171.0,2.0,2
Old Madras Road,935.0,2.0,2
Old Madras Road,1065.0,2.0,2
Old Madras Road,2010.0,3.0,4
Old Madras Road,1480.0,2.0,3
Old Madras Road,1210.0,2.0,2
Old Madras Road,1171.0,2.0,2
Old Madras Road,1480.0,3.0,3
Old Madras Road,1210.0,2.0,2
Old Madras Road,1859.0,3.0,3
Old Madras Road,2300.0,3.0,3
Old Madras Road,1210.0,2.0,2
Old Madras Road,1210.0,2.0,2
Old Madras Road,1330.0,2.0,2
Old Madras Road,1720.0,3.0,3
Old Madras Road,2990.0,3.0,3
Old Madras Road,1171.0,2.0,2
Old Madras Road,1630.0,3.0,3
Old Madras Road,1165.0,2.0,2
Old Madras Road,2640.0,2.0,2
Old Madras Road,1165.0,2.0,2
Other,2770.0,4.0,3
Other,600.0,1.0,1
Other,1500.0,2.0,2
Other,4395.0,3.0,3
Other,845.0,2.0,2
Other,2511.0,3.0,3
Other,1660.0,2.0,3
Other,1200.0,2.0,2
Other,1200.0,3.0,3
Other,782.0,2.0,2
Other,1800.0,3.0,3
Other,1413.0,2.0,3
Other,945.0,2.0,2
Other,1870.0,3.0,3
Other,1260.0,2.0,3
Other,2795.0,4.0,3
Other,1904.0,3.0,3
Other,2000.0,3.0,3
Other,1500.0,3.0,3
Other,1783.0,3.0,3
Other,912.0,2.0,3
Other,1580.0,3.0,3
Other,1415.0,3.0,3
Other,2405.0,4.0,3
Other,1500.0,2.0,2
Other,1060.0,2.0,2
Other,2600.0,8.0,8
Other,1285.0,2.0,2
Other,4050.0,3.0,3
Other,1280.0,2.0,2
Other,3045.0,3.0,3
Other,900.0,2.0,2
Other,1560.0,3.0,3
Other,1200.0,4.0,4
Other,1645.0,3.0,3
Other,1200.0,2.0,2
Other,1350.0,2.0,3
Other,1800.0,3.0,3
Other,1762.0,3.0,3
Other,1200.0,3.0,3
Other,2023.71,3.0,3
Other,2150.0,4.0,3
Other,3309.0,4.0,4
Other,5000.0,9.0,11
Other,1150.0,2.0,2
Other,1200.0,2.0,2
Other,1753.0,3.0,3
Other,720.0,2.0,2
Other,1200.0,3.0,4
Other,700.0,1.0,1
Other,1595.0,3.0,3
Other,1353.0,2.0,2
Other,1200.0,2.0,1
Other,1325.0,2.0,3
Other,1056.0,2.0,2
Other,1544.0,3.0,3
Other,1200.0,2.0,2
Other,540.0,1.0,1
Other,1578.0,3.0,3
Other,1600.0,2.0,2
Other,416.0,1.0,1
Other,834.0,1.0,1
Other,1125.0,4.0,3
Other,3000.0,5.0,4
Other,2160.0,5.0,6
Other,469.0,1.0,1
Other,1630.0,2.0,2
Other,1200.0,2.0,3
Other,1350.0,3.0,3
Other,4046.0,4.0,4
Other,1180.0,2.0,3
Other,1355.0,2.0,2
Other,600.0,1.0,1
Other,1875.0,3.0,3
Other,600.0,2.0,2
Other,1750.0,3.0,3
Other,1092.0,2.0,3
Other,1855.0,3.0,3
Other,425.0,1.0,1
Other,600.0,1.0,1
Other,1468.0,2.0,2
Other,4300.0,5.0,4
Other,775.0,2.0,2
Other,1352.0,3.0,3
Other,1200.0,3.0,4
Other,1976.0,3.0,3
Other,5500.0,4.0,4
Other,1200.0,3.0,3
Other,1180.0,2.0,2
Other,686.0,1.0,1
Other,1500.0,4.0,4
Other,1282.0,2.0,2
Other,1500.0,2.0,3
Other,1300.0,1.0,2
Other,530.0,1.0,1
Other,1350.0,2.0,2
Other,2400.0,6.0,8
Other,1141.0,2.0,2
Other,950.0,1.0,1
Other,1480.0,3.0,3
Other,1600.0,3.0,3
Other,1200.0,4.0,4
Other,1500.0,3.0,3
Other,1824.0,3.0,3
Other,750.0,1.0,1
Other,6000.0,5.0,4
Other,2400.0,3.0,3
Other,1500.0,2.0,3
Other,3095.0,3.0,3
Other,1200.0,1.0,1
Other,1500.0,3.0,3
Other,1560.0,5.0,5
Other,1560.0,3.0,3
Other,485.0,1.0,1
Other,1200.0,3.0,3
Other,1050.0,2.0,2
Other,1596.0,3.0,3
Other,1200.0,3.0,3
Other,1132.0,2.0,2
Other,1515.0,3.0,3
Other,1380.0,2.0,2
Other,4346.0,5.0,4
Other,2200.0,3.0,3
Other,3329.0,3.0,3
Other,3600.0,4.0,4
Other,3500.0,3.0,4
Other,1093.0,2.0,2
Other,1535.0,3.0,3
Other,1100.0,2.0,2
Other,2197.0,4.0,3
Other,1100.0,2.0,2
Other,1600.0,3.0,4
Other,1450.0,2.0,3
Other,2000.0,3.0,4
Other,1756.0,3.0,3
Other,1532.0,3.0,3
Other,1650.0,3.0,3
Other,1200.0,2.0,2
Other,1525.0,2.0,3
Other,2400.0,3.0,4
Other,1000.0,2.0,2
Other,3040.0,1.0,2
Other,1390.0,3.0,3
Other,1135.0,2.0,2
Other,900.0,2.0,2
Other,2500.0,3.0,3
Other,1168.0,3.0,3
Other,2100.0,4.0,4
Other,1515.0,3.0,3
Other,2700.0,4.0,6
Other,2000.0,3.0,3
Other,2400.0,4.0,5
Other,1760.0,3.0,3
Other,595.0,1.0,1
Other,1170.0,2.0,2
Other,2200.0,4.0,4
Other,1650.0,3.0,3
Other,1670.0,3.0,3
Other,1250.0,2.0,3
Other,1650.0,4.0,3
Other,800.0,2.0,2
Other,1225.0,2.0,2
Other,3675.0,4.0,4
Other,1200.0,2.0,2
Other,1350.0,2.0,2
Other,1614.0,3.0,3
Other,1188.0,2.0,2
Other,1480.0,3.0,3
Other,680.0,2.0,2
Other,955.0,2.0,2
Other,2479.13,3.0,3
Other,1100.0,2.0,2
Other,1925.0,3.0,3
Other,650.0,1.0,1
Other,2000.0,3.0,3
Other,1050.0,2.0,2
Other,2204.0,2.0,3
Other,1685.0,2.0,3
Other,1550.0,3.0,3
Other,500.0,1.0,1
Other,3155.0,4.0,3
Other,1765.0,3.0,3
Other,1265.0,2.0,2
Other,1012.0,2.0,2
Other,2045.0,4.0,3
Other,2400.0,4.0,6
Other,581.91,2.0,1
Other,1158.0,2.0,3
Other,925.0,2.0,2
Other,1415.0,2.0,2
Other,4750.0,5.0,4
Other,1840.0,3.0,3
Other,1350.0,2.0,2
Other,824.0,2.0,2
Other,1340.0,2.0,3
Other,1620.0,2.0,3
Other,1533.0,3.0,3
Other,1560.0,3.0,3
Other,750.0,1.0,1
Other,1375.0,2.0,3
Other,1500.0,3.0,3
Other,1140.0,2.0,2
Other,1198.0,2.0,2
Other,4000.0,4.0,4
Other,1370.0,2.0,2
Other,1000.0,1.0,2
Other,1200.0,2.0,2
Other,1050.0,1.0,1
Other,1200.0,2.0,3
Other,400.0,1.0,1
Other,1575.0,4.0,5
Other,4800.0,5.0,4
Other,1200.0,2.0,2
Other,1100.0,2.0,2
Other,1300.0,2.0,2
Other,3500.0,4.0,4
Other,1000.0,2.0,3
Other,800.0,1.0,1
Other,2400.0,3.0,3
Other,1533.0,3.0,3
Other,1452.55,2.0,2
Other,2357.0,3.0,3
Other,1170.0,2.0,2
Other,1411.0,3.0,3
Other,3095.0,3.0,3
Other,1100.0,3.0,3
Other,3600.0,4.0,4
Other,1945.0,3.0,3
Other,1650.0,3.0,3
Other,1550.0,2.0,3
Other,1150.0,2.0,3
Other,1200.0,3.0,3
Other,1229.0,3.0,3
Other,1030.0,2.0,2
Other,600.0,1.0,1
Other,1165.0,2.0,2
Other,3000.0,4.0,4
Other,1315.0,2.0,2
Other,1210.0,2.0,2
Other,30000.0,4.0,4
Other,1170.0,2.0,2
Other,1600.0,2.0,2
Other,1370.0,2.0,3
Other,1980.0,3.0,3
Other,1700.0,3.0,3
Other,1900.0,3.0,3
Other,1100.0,2.0,2
Other,1929.0,3.0,3
Other,3161.0,4.0,4
Other,3515.0,3.0,3
Other,1100.0,2.0,2
Other,700.0,1.0,1
Other,3000.0,3.0,3
Other,1100.0,2.0,2
Other,1260.0,1.0,1
Other,1500.0,1.0,1
Other,600.0,1.0,1
Other,1165.0,2.0,2
Other,1272.0,4.0,3
Other,1600.0,5.0,5
Other,1000.0,2.0,3
Other,2400.0,4.0,3
Other,1463.0,1.0,2
Other,2401.0,3.0,3
Other,1875.0,2.0,3
Other,890.0,1.0,1
Other,2400.0,3.0,3
Other,1690.0,3.0,3
Other,1350.0,2.0,2
Other,1460.0,3.0,3
Other,1685.0,3.0,3
Other,800.0,1.0,1
Other,4000.0,5.0,4
Other,792.0,2.0,2
Other,2400.0,5.0,5
Other,461.82,1.0,1
Other,1500.0,2.0,3
Other,1260.0,2.0,2
Other,2820.0,3.0,3
Other,1950.0,3.0,3
Other,1350.0,2.0,3
Other,4051.0,4.0,4
Other,2100.0,3.0,3
Other,1991.0,3.0,3
Other,1200.0,3.0,3
Other,3000.0,4.0,4
Other,2400.0,6.0,6
Other,1375.0,2.0,2
Other,1693.0,3.0,3
Other,1150.0,2.0,3
Other,1058.0,2.0,2
Other,900.0,1.0,1
Other,1672.0,3.0,3
Other,1250.0,3.0,3
Other,1468.0,3.0,2
Other,1480.0,2.0,3
Other,2280.0,3.0,3
Other,2000.0,3.0,3
Other,1080.0,2.0,3
Other,2400.0,2.0,3
Other,1125.0,2.0,2
Other,1596.0,3.0,3
Other,1639.0,3.0,3
Other,1740.0,3.0,3
Other,1372.0,2.0,3
Other,6200.0,5.0,5
Other,925.0,2.0,2
Other,1200.0,3.0,4
Other,1200.0,2.0,2
Other,2500.0,3.0,3
Other,1584.0,3.0,4
Other,1570.0,3.0,3
Other,3000.0,3.0,3
Other,1750.0,3.0,3
Other,1500.0,1.0,2
Other,2100.0,6.0,6
Other,705.0,1.0,1
Other,1340.0,3.0,3
Other,1260.0,1.0,1
Other,1200.0,2.0,2
Other,1270.0,2.0,4
Other,1200.0,3.0,3
Other,3100.0,5.0,4
Other,1200.0,4.0,4
Other,3259.0,3.0,3
Other,596.0,1.0,1
Other,10000.0,16.0,16
Other,1200.0,4.0,4
Other,1910.0,3.0,3
Other,1750.0,3.0,3
Other,985.0,2.0,2
Other,1300.0,2.0,2
Other,1490.0,2.0,3
Other,650.0,1.0,1
Other,1500.0,2.0,3
Other,1350.0,4.0,4
Other,910.0,1.0,1
Other,532.0,1.0,1
Other,1060.0,3.0,3
Other,1550.0,2.0,2
Other,1000.0,2.0,2
Other,1500.0,2.0,3
Other,1865.0,4.0,3
Other,3500.0,4.0,4
Other,1320.0,2.0,3
Other,2150.0,6.0,6
Other,675.0,3.0,2
Other,1801.0,3.0,3
Other,2990.0,4.0,4
Other,2400.0,2.0,2
Other,1150.0,2.0,2
Other,1200.0,3.0,3
Other,1390.0,2.0,3
Other,1550.0,2.0,3
Other,1500.0,4.0,4
Other,1839.0,3.0,3
Other,900.0,2.0,2
Other,1500.0,3.0,3
Other,750.0,2.0,1
Other,600.0,3.0,2
Other,1605.0,2.0,3
Other,1500.0,1.0,1
Other,1200.0,2.0,2
Other,1200.0,2.0,2
Other,1904.0,3.0,3
Other,2770.0,4.0,3
Other,813.0,1.0,1
Other,1630.0,2.0,3
Other,2425.0,4.0,4
Other,1280.0,2.0,2
Other,735.0,1.0,1
Other,500.0,1.0,1
Other,1200.0,4.0,3
Other,1200.0,2.0,2
Other,1200.0,3.0,3
Other,1265.0,2.0,3
Other,1850.0,3.0,3
Other,2360.0,4.0,4
Other,1030.0,2.0,2
Other,2000.0,3.0,3
Other,1575.0,3.0,3
Other,1300.0,2.0,3
Other,1380.0,2.0,2
Other,3100.0,3.0,3
Other,1190.0,2.0,2
Other,1827.0,3.0,3
Other,1500.0,3.0,3
Other,1645.0,3.0,3
Other,1200.0,4.0,4
Other,1097.0,2.0,2
Other,1600.0,3.0,4
Other,900.0,2.0,2
Other,1200.0,2.0,2
Other,1355.0,2.0,2
Other,7500.0,4.0,4
Other,4104.0,4.0,4
Other,2080.0,2.0,2
Other,1505.0,2.0,2
Other,1200.0,3.0,3
Other,1810.0,4.0,3
Other,1530.0,2.0,3
Other,1500.0,2.0,3
Other,1400.0,2.0,2
Other,1533.0,3.0,3
Other,745.0,2.0,2
Other,1355.0,2.0,2
Other,833.0,1.0,1
Other,3000.0,5.0,4
Other,1220.0,2.0,2
Other,3811.0,3.0,4
Other,1545.0,3.0,3
Other,1350.0,2.0,2
Other,1200.0,2.0,3
Other,2000.0,4.0,5
Other,1280.0,4.0,4
Other,1200.0,3.0,3
Other,1655.0,3.0,3
Other,1150.0,2.0,2
Other,1200.0,2.0,3
Other,1200.0,2.0,2
Other,1500.0,2.0,2
Other,4500.0,9.0,9
Other,1550.0,3.0,3
Other,1758.0,3.0,3
Other,3179.0,5.0,4
Other,1200.0,3.0,2
Other,1800.0,3.0,3
Other,3900.0,4.0,4
Other,2400.0,4.0,3
Other,1645.0,3.0,3
Other,2600.0,3.0,3
Other,950.0,2.0,2
Other,1900.0,3.0,3
Other,1402.0,2.0,3
Other,2100.0,3.0,3
Other,1200.0,3.0,3
Other,814.0,2.0,2
Other,1590.0,3.0,3
Other,1450.0,2.0,3
Other,1340.0,2.0,2
Other,1665.0,3.0,3
Other,2300.0,4.0,4
Other,1210.0,2.0,2
Other,1065.0,2.0,2
Other,1636.0,3.0,3
Other,3600.0,4.0,4
Other,1200.0,3.0,3
Other,1000.0,1.0,2
Other,1170.0,2.0,2
Other,4830.0,5.0,4
Other,850.0,2.0,2
Other,2065.0,3.0,3
Other,1150.0,2.0,2
Other,2550.0,4.0,3
Other,3080.0,2.0,4
Other,450.0,1.0,1
Other,1100.0,2.0,2
Other,1036.0,2.0,2
Other,1376.0,4.0,4
Other,1080.0,2.0,2
Other,1475.0,2.0,3
Other,1200.0,3.0,3
Other,2631.0,3.0,4
Other,830.0,2.0,2
Other,1500.0,2.0,2
Other,856.0,2.0,2
Other,1143.0,2.0,2
Other,1117.0,2.0,2
Other,600.0,1.0,1
Other,1200.0,3.0,3
Other,2675.0,4.0,4
Other,1477.0,2.0,3
Other,3500.0,5.0,4
Other,1793.0,3.0,3
Other,1020.0,2.0,2
Other,3300.0,5.0,4
Other,1200.0,3.0,3
Other,1718.0,3.0,3
Other,1200.0,2.0,3
Other,985.0,2.0,2
Other,1030.0,2.0,2
Other,1150.0,2.0,2
Other,1500.0,2.0,3
Other,900.0,2.0,2
Other,1750.0,2.0,4
Other,1100.0,2.0,2
Other,1180.0,2.0,2
Other,1540.0,3.0,3
Other,1800.0,3.0,3
Other,2000.0,3.0,3
Other,2000.0,3.0,3
Other,500.0,1.0,1
Other,3160.0,4.0,4
Other,922.0,2.0,2
Other,850.0,2.0,2
Other,1200.0,1.0,2
Other,1233.0,2.0,2
Other,1936.0,3.0,3
Other,1652.5,3.0,3
Other,1500.0,3.0,3
Other,700.0,2.0,2
Other,1750.0,3.0,3
Other,1365.0,3.0,3
Other,708.0,1.0,2
Other,1680.0,3.0,3
Other,990.0,2.0,2
Other,1240.0,2.0,2
Other,1810.0,3.0,3
Other,2005.0,3.0,3
Other,1000.0,2.0,2
Other,1430.0,3.0,3
Other,1200.0,2.0,1
Other,840.0,1.0,1
Other,1760.0,2.0,3
Other,3317.5,5.0,4
Other,600.0,1.0,2
Other,1670.0,3.0,3
Other,1200.0,2.0,3
Other,2400.0,5.0,5
Other,2100.0,4.0,4
Other,1550.0,4.0,4
Other,905.0,2.0,2
Other,1495.0,3.0,3
Other,550.0,1.0,1
Other,1080.0,2.0,3
Other,1537.0,3.0,3
Other,1750.0,3.0,3
Other,2800.0,7.0,7
Other,1191.0,2.0,2
Other,2849.0,5.0,4
Other,827.0,2.0,2
Other,1205.0,2.0,2
Other,2200.0,4.0,3
Other,1900.0,3.0,3
Other,1200.0,1.0,2
Other,1100.0,2.0,2
Other,1100.0,2.0,2
Other,1942.0,3.0,3
Other,1200.0,4.0,3
Other,1515.0,3.0,3
Other,1200.0,4.0,4
Other,1200.0,1.0,1
Other,1717.0,3.0,3
Other,1200.0,1.0,1
Other,1430.0,2.0,3
Other,1190.0,2.0,2
Other,2690.0,4.0,4
Other,1594.0,3.0,3
Other,1250.0,2.0,2
Other,1290.0,1.0,2
Other,1464.0,2.0,2
Other,1200.0,2.0,2
Other,1485.0,2.0,3
Other,2070.0,3.0,3
Other,800.0,2.0,2
Other,1480.0,2.0,3
Other,1500.0,2.0,2
Other,2010.0,3.0,3
Other,1504.0,2.0,3
Other,1602.0,2.0,3
Other,1200.0,4.0,4
Other,1800.0,3.0,3
Other,1862.0,3.0,3
Other,2700.0,3.0,3
Other,1677.0,3.0,3
Other,1490.0,2.0,3
Other,1740.0,3.0,3
Other,1020.0,2.0,2
Other,550.0,1.0,1
Other,3664.0,3.0,3
Other,690.0,2.0,2
Other,1520.0,3.0,3
Other,1200.0,4.0,4
Other,1250.0,2.0,2
Other,1900.0,2.0,3
Other,1602.0,2.0,3
Other,1230.0,2.0,2
Other,1600.0,3.0,3
Other,450.0,1.0,1
Other,600.0,2.0,1
Other,1200.0,2.0,2
Other,2000.0,4.0,3
Other,1350.0,4.0,4
Other,1175.0,2.0,2
Other,1112.0,2.0,2
Other,1158.0,2.0,2
Other,1200.0,2.0,2
Other,1266.67,2.0,2
Other,2000.0,2.0,2
Other,2679.0,5.0,4
Other,1230.0,2.0,2
Other,3150.0,5.0,8
Other,2400.0,2.0,2
Other,880.0,2.0,2
Other,1022.0,2.0,2
Other,1200.0,2.0,2
Other,1605.0,3.0,3
Other,1542.0,3.0,3
Other,1333.0,2.0,2
Other,1100.0,3.0,3
Other,1050.0,2.0,2
Other,1200.0,4.0,4
Other,1100.0,2.0,3
Other,1200.0,3.0,3
Other,1000.0,2.0,2
Other,5720.0,3.0,3
Other,1012.0,2.0,2
Other,1200.0,4.0,4
Other,600.0,2.0,2
Other,1700.0,3.0,3
Other,1780.0,3.0,3
Other,1080.0,3.0,3
Other,900.0,2.0,3
Other,1200.0,3.0,4
Other,1540.0,3.0,3
Other,2456.0,3.0,3
Other,1530.0,2.0,2
Other,1717.0,3.0,3
Other,1475.0,2.0,2
Other,650.0,1.0,1
Other,1504.0,2.0,3
Other,1800.0,4.0,4
Other,3000.0,4.0,4
Other,1625.0,3.0,3
Other,2400.0,4.0,4
Other,1490.0,2.0,3
Other,1044.0,2.0,2
Other,1567.2,2.0,3
Other,1293.0,2.0,2
Other,860.0,2.0,2
Other,1374.0,2.0,3
Other,2000.0,2.0,4
Other,834.0,1.0,1
Other,600.0,1.0,1
Other,2000.0,4.0,4
Other,2750.0,3.0,3
Other,1280.0,2.0,2
Other,2075.0,3.0,3
Other,2274.24,4.0,3
Other,900.0,3.0,2
Other,1350.0,3.0,3
Other,470.0,2.0,1
Other,1313.0,4.0,3
Other,2515.0,4.0,3
Other,2665.0,3.0,3
Other,3500.0,5.0,4
Other,2400.0,5.0,6
Other,1235.0,2.0,2
Other,3200.0,3.0,3
Other,1450.0,3.0,3
Other,1893.0,3.0,3
Other,1200.0,2.0,3
Other,1205.0,2.0,2
Other,1500.0,3.0,3
Other,375.0,1.0,1
Other,800.0,3.0,2
Other,1400.0,2.0,2
Other,1800.0,2.0,3
Other,925.0,2.0,2
Other,3500.0,2.0,4
Other,2100.0,4.0,3
Other,400.0,1.0,1
Other,2400.0,5.0,4
Other,6000.0,1.0,1
Other,825.0,2.0,1
Other,5000.0,5.0,4
Other,4800.0,5.0,4
Other,3400.0,3.0,3
Other,600.0,1.0,1
Other,2600.0,3.0,3
Other,800.0,1.0,1
Other,1225.0,2.0,3
Other,655.0,1.0,1
Other,1196.0,2.0,2
Other,927.0,2.0,2
Other,600.0,1.0,1
Other,2800.0,4.0,4
Other,800.0,2.0,2
Other,985.0,2.0,2
Other,6000.0,12.0,11
Other,600.0,2.0,2
Other,1503.0,2.0,3
Other,1768.0,3.0,3
Other,3060.0,4.0,4
Other,800.0,1.0,1
Other,600.0,1.0,1
Other,1010.0,2.0,2
Other,3978.0,4.0,4
Other,2008.0,3.0,3
Other,2095.0,3.0,3
Other,1600.0,2.0,3
Other,1350.0,4.0,4
Other,500.0,1.0,1
Other,1280.0,2.0,3
Other,1650.0,3.0,3
Other,1044.0,2.0,2
Other,840.0,1.0,2
Other,3870.0,4.0,4
Other,1835.0,3.0,3
Other,425.0,1.0,1
Other,2380.0,4.0,4
Other,900.0,1.0,2
Other,1517.0,2.0,2
Other,3602.0,4.0,4
Other,2159.0,3.0,3
Other,1200.0,3.0,3
Other,1850.0,3.0,6
Other,510.0,1.0,1
Other,1166.0,2.0,2
Other,2700.0,2.0,3
Other,1350.0,2.0,3
Other,940.0,2.0,2
Other,1645.0,3.0,3
Other,1000.0,2.0,2
Other,1998.0,3.0,3
Other,1804.0,3.0,3
Other,1350.0,3.0,3
Other,3000.0,3.0,4
Other,1200.0,4.0,4
Other,1217.0,2.0,2
Other,600.0,1.0,1
Other,672.0,1.0,1
Other,1280.0,3.0,3
Other,1567.0,3.0,3
Other,2350.0,3.0,3
Other,560.0,1.0,1
Other,520.0,2.0,1
Other,1950.0,3.0,3
Other,600.0,1.0,1
Other,1000.0,1.0,1
Other,375.0,1.0,1
Other,1130.0,2.0,2
Other,1407.0,2.0,2
Other,1350.0,4.0,4
Other,2375.0,3.0,4
Other,1200.0,2.0,2
Other,1872.0,3.0,3
Other,1400.0,3.0,3
Other,812.0,1.0,1
Other,600.0,2.0,1
Other,1800.0,4.0,3
Other,1499.0,3.0,3
Other,1050.0,2.0,2
Other,905.0,2.0,2
Other,3155.0,3.0,3
Other,1464.0,2.0,3
Other,1200.0,2.0,2
Other,1707.0,3.0,3
Other,565.0,1.0,1
Other,630.0,2.0,1
Other,1000.0,2.0,2
Other,2400.0,4.0,3
Other,1100.0,2.0,2
Other,420.0,1.0,1
Other,1225.0,2.0,2
Other,1350.0,4.0,4
Other,1732.5,3.0,3
Other,3760.0,2.0,2
Other,3071.0,4.0,3
Other,1620.0,3.0,3
Other,560.0,1.0,1
Other,2250.0,3.0,3
Other,1350.0,2.0,1
Other,1209.0,2.0,2
Other,1500.0,3.0,3
Other,1000.0,2.0,2
Other,1200.0,4.0,4
Other,2250.0,3.0,3
Other,3700.0,4.0,4
Other,1405.0,3.0,3
Other,500.0,1.0,1
Other,1600.0,3.0,3
Other,648.0,1.0,1
Other,1720.0,2.0,3
Other,1080.0,2.0,2
Other,1100.0,2.0,2
Other,535.0,1.0,1
Other,1465.0,2.0,3
Other,1145.0,2.0,2
Other,3420.0,3.0,4
Other,1280.0,2.0,2
Other,680.0,3.0,2
Other,1738.0,3.0,3
Other,1500.0,3.0,3
Other,1050.0,2.0,2
Other,1541.0,2.0,2
Other,1275.0,2.0,2
Other,2048.0,3.0,3
Other,2320.0,2.0,3
Other,1237.0,3.0,3
Other,1200.0,2.0,4
Other,1160.0,2.0,2
Other,1155.0,2.0,2
Other,984.0,2.0,2
Other,1148.0,2.0,2
Other,1719.0,3.0,3
Other,3000.0,4.0,4
Other,1320.0,2.0,2
Other,1230.0,2.0,2
Other,4560.0,5.0,4
Other,3000.0,4.0,5
Other,1560.0,2.0,3
Other,1012.0,2.0,2
Other,1245.0,2.0,2
Other,1485.0,2.0,3
Other,1489.0,2.0,2
Other,2800.0,4.0,4
Other,1600.0,2.0,3
Other,3000.0,6.0,6
Other,1903.0,3.0,3
Other,2996.0,4.0,4
Other,551.0,1.0,1
Other,550.0,1.0,1
Other,1780.0,3.0,3
Other,1310.0,3.0,3
Other,1603.0,2.0,3
Other,2180.0,3.0,3
Other,450.0,1.0,1
Other,3000.0,4.0,4
Other,1275.0,2.0,2
Other,1623.0,3.0,3
Other,900.0,1.0,1
Other,1200.0,2.0,2
Other,1400.0,2.0,3
Other,2648.0,3.0,3
Other,1475.0,3.0,3
Other,1721.0,3.0,3
Other,4800.0,4.0,4
Other,1163.0,2.0,2
